Timestamp,User Count,Type,Name,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%,Total Request Count,Total Failure Count,Total Median Response Time,Total Average Response Time,Total Min Response Time,Total Max Response Time,Total Average Content Size
1785324788,0,,Aggregated,0.000000,0.000000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,0,0.0,0,0,0
1785324789,5,,Aggregated,0.000000,0.000000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,0,0.0,0,0,0
1785324790,15,,Aggregated,0.000000,0.000000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,0,0.0,0,0,0
1785324791,20,,Aggregated,0.000000,0.000000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,0,0.0,0,0,0
1785324792,20,,Aggregated,0.000000,0.000000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,0,0.0,0,0,0
1785324793,20,,Aggregated,0.000000,0.000000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,0,0.0,0,0,0
1785324794,20,,Aggregated,0.000000,0.000000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,0,0.0,0,0,0
1785324795,20,POST,/predict,0.000000,0.000000,0,0,0,0,0,0,0,0,0,0,0,13,0,6000,5369.166715375076,3587.1875999728218,6861.572599969804,223.23076923076923
1785324795,20,,Aggregated,0.000000,0.000000,6000,6100,6100,6700,6700,6900,6900,6900,6900,6900,6900,13,0,6000,5369.166715375076,3587.1875999728218,6861.572599969804,223.23076923076923
1785324796,20,GET,/health,0.000000,0.000000,0,0,0,0,0,0,0,0,0,0,0,2,0,4835.84419998806,5560.68380002398,4835.84419998806,6285.523400059901,135.0
1785324796,20,POST,/predict,0.000000,0.000000,4600,6000,6300,6300,6700,6900,6900,6900,6900,6900,6900,24,0,4400,4095.991120824086,169.02820009272546,6861.572599969804,223.375
1785324796,20,,Aggregated,0.000000,0.000000,4800,6000,6100,6300,6700,6700,6900,6900,6900,6900,6900,26,0,4600,4208.659788454847,169.02820009272546,6861.572599969804,216.57692307692307
1785324797,20,GET,/health,0.000000,0.000000,280,280,4800,4800,4800,4800,4800,4800,4800,4800,4800,4,0,280,2882.747775031021,132.7253000345081,6285.523400059901,135.0
1785324797,20,POST,/predict,0.571429,0.000000,660,4400,5100,6000,6300,6700,6900,6900,6900,6900,6900,36,0,690,2859.2460916584564,161.65699996054173,6861.572599969804,223.22222222222223
1785324797,20,,Aggregated,0.571429,0.000000,3600,4600,6000,6100,6300,6700,6900,6900,6900,6900,6900,40,0,690,2861.596259995713,132.7253000345081,6861.572599969804,214.4
1785324798,20,GET,/health,0.125000,0.000000,190,280,280,4800,4800,4800,4800,4800,4800,4800,4800,6,0,190,1953.9597666977595,5.8246999979019165,6285.523400059901,135.0
1785324798,20,POST,/predict,2.125000,0.000000,430,690,4400,4800,6300,6700,6900,6900,6900,6900,6900,46,0,480,2273.8998499952013,122.13360005989671,6861.572599969804,223.2173913043478
1785324798,20,,Aggregated,2.250000,0.000000,480,4200,4800,5100,6300,6700,6700,6900,6900,6900,6900,52,0,430,2236.9836865378043,5.8246999979019165,6861.572599969804,213.03846153846155
1785324799,20,GET,/health,0.333333,0.000000,190,280,280,4800,4800,4800,4800,4800,4800,4800,4800,6,0,190,1953.9597666977595,5.8246999979019165,6285.523400059901,135.0
1785324799,20,POST,/predict,3.222222,0.000000,480,660,3800,4600,6300,6700,6900,6900,6900,6900,6900,54,0,510,2006.017161110692,122.13360005989671,6861.572599969804,223.22222222222223
1785324799,20,,Aggregated,3.555556,0.000000,510,700,4400,4800,6300,6700,6700,6900,6900,6900,6900,60,0,480,2000.8114216693987,5.8246999979019165,6861.572599969804,214.4
1785324800,20,GET,/health,0.500000,0.000000,190,280,280,4800,4800,4800,4800,4800,4800,4800,4800,6,0,190,1953.9597666977595,5.8246999979019165,6285.523400059901,135.0
1785324800,20,POST,/predict,3.900000,0.000000,430,660,1000,3800,6000,6300,6700,6900,6900,6900,6900,66,0,480,1741.0066045457356,122.13360005989671,6861.572599969804,223.25757575757575
1785324800,20,,Aggregated,4.400000,0.000000,480,760,4200,4400,6100,6300,6700,6900,6900,6900,6900,72,0,430,1758.7527013917377,5.8246999979019165,6861.572599969804,215.90277777777777
1785324801,20,GET,/health,0.600000,0.000000,260,280,590,920,4800,4800,4800,4800,4800,4800,4800,10,0,260,1349.962850031443,5.123300012201071,6285.523400059901,135.0
1785324801,20,POST,/predict,4.800000,0.000000,400,630,760,1100,5100,6300,6700,6900,6900,6900,6900,77,0,410,1538.4121844151916,122.13360005989671,6861.572599969804,223.27272727272728
1785324801,20,,Aggregated,5.400000,0.000000,400,660,1000,4200,6000,6300,6700,6900,6900,6900,6900,87,0,400,1516.7513413825768,5.123300012201071,6861.572599969804,213.1264367816092
1785324802,20,GET,/health,0.600000,0.000000,190,280,590,590,920,4800,4800,4800,4800,4800,4800,12,0,190,1143.1358250265475,5.123300012201071,6285.523400059901,135.0
1785324802,20,POST,/predict,5.500000,0.000000,320,510,690,790,4800,6300,6700,6900,6900,6900,6900,89,0,370,1352.577958426051,117.26889992132783,6861.572599969804,223.2921348314607
1785324802,20,,Aggregated,6.100000,0.000000,290,510,690,790,4800,6300,6700,6900,6900,6900,6900,101,0,320,1327.693744556803,5.123300012201071,6861.572599969804,212.8019801980198
1785324803,20,GET,/health,0.800000,0.000000,140,260,280,590,920,4800,4800,4800,4800,4800,4800,15,0,140,925.5066800164059,5.028699990361929,6285.523400059901,135.0
1785324803,20,POST,/predict,6.900000,0.000000,260,460,650,760,4600,6300,6700,6900,6900,6900,6900,98,0,290,1244.2950265272996,117.26889992132783,6861.572599969804,223.3469387755102
1785324803,20,,Aggregated,7.700000,0.000000,250,410,630,760,4800,6300,6700,6700,6900,6900,6900,113,0,260,1201.977989379836,5.028699990361929,6861.572599969804,211.61946902654867
1785324804,20,GET,/health,1.200000,0.000000,140,260,280,590,920,4800,4800,4800,4800,4800,4800,15,0,140,925.5066800164059,5.028699990361929,6285.523400059901,135.0
